the_geom,lon,objectid,service_request_id,status,status_notes,service_name,service_code,agency_responsible,the_geom_webmercator,requested_datetime,updated_datetime,expected_datetime,address,zipcode,media_url,lat,service_notice
0101000020E6100000BD516D6871C252C0C90AD9D4D4044440,-75.038171867,256,8997394,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000D9C049C56EDD5FC1A509F03341955241,2015-02-01 11:15:31,2015-08-12 03:47:31,2015-02-09 19:00:00,7370 FRANKFORD AVE,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce50a802b62-369.jpg,40.0377451,7 Business Days
0101000020E6100000BC5A0FDBEDC952C0C3DD936677064440,-75.155142564,3464116,11811496,Closed,,Rubbish/Recyclable Material Collection,SR-ST03,Streets Department,0101000020110F0000954ED10C26EA5FC157F24D9011975241,2018-02-07 16:21:15,2018-02-10 07:15:55,2018-02-11 19:00:00,2061 MEDARY AVE,,,40.050518825,2 Business Days
,,1845926,10979811,Closed,,Information Request,SR-IR01,Streets Department,,2016-10-07 13:45:17,2017-08-05 12:36:20,2017-08-31 15:13:33,,,,,
0101000020E6100000611C1A1ED4C252C04A30EE697B044440,-75.044196628,258,8997395,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000B0B65F7016DE5FC1DFFEA203DE945241,2015-02-01 11:45:07,2015-08-12 03:47:31,2015-02-09 19:00:00,7101 FRANKFORD AVE,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce516f67245-369.jpg,40.035016294,7 Business Days
0101000020E61000005D424F14F2C252C09CA9EF805B044440,-75.046025346,259,8997396,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000364CFE5449DE5FC1C9B03A9EBA945241,2015-02-01 11:45:11,2015-08-12 03:47:31,2015-02-09 19:00:00,7033 FRANKFORD AVE,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce521a88937-369.jpg,40.034042472,7 Business Days
0101000020E6100000A7D1FDFFACC952C0C826D803D6024440,-75.151184078,3464117,11811514,Closed,,Rubbish/Recyclable Material Collection,SR-ST03,Streets Department,0101000020110F0000C8C3D5E2B7E95FC1EDB8F29E0A935241,2018-02-07 16:26:35,2018-02-10 07:15:56,2018-02-11 19:00:00,4510 N MOLE ST,,,40.022156216,2 Business Days
0101000020E61000001459EF6099CB52C0886A08963C044440,-75.181236487,261,8997478,Closed,,Information Request,SR-IR01,Water Department (PWD),0101000020110F0000314EA63DFCEC5FC1C647CB5298945241,2015-02-02 07:15:20,2015-08-12 03:47:39,,WAYNE AVE & W RITTENHOUSE ST,,,40.033098942,None
,,262,8997482,Closed,Question Answered,Information Request,SR-IR01,State/Federal Government Offices,,2015-02-02 08:02:07,2015-02-02 08:02:19,,,,,,None
,,263,8997483,Closed,Question Answered,Information Request,SR-IR01,Water Revenue,,2015-02-02 08:02:33,2015-02-02 08:06:07,,,19134,,,None
,,264,8997484,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:03:10,2015-02-02 08:03:11,,,UNKNOWN,,,None
,,266,8997486,Closed,Question Answered,Information Request,SR-IR01,Office of the Director of Finance,,2015-02-02 08:04:14,2015-03-24 12:24:00,,,19140,,,None
,,267,8997487,Closed,Question Answered,Information Request,SR-IR01,Police Department,,2015-02-02 08:04:52,2015-02-02 08:09:28,,,19132,,,None
,,269,8997489,Closed,Question Answered,Information Request,SR-IR01,,,2015-02-02 08:05:11,2015-02-02 08:05:29,,,,,,None
0101000020E61000005CFD1A4191C952C06E7F368B7A064440,-75.149490623,3464118,11811430,Closed,,Rubbish/Recyclable Material Collection,SR-ST03,Streets Department,0101000020110F00005449DEC188E95FC1AF1F0D0D15975241,2018-02-07 15:54:42,2018-02-10 07:15:57,2018-02-11 19:00:00,6326 N GRATZ ST,,,40.050614736,2 Business Days
0101000020E6100000B1D9F414F7C952C05E0F89EF02064440,-75.155705677,3464119,11811533,Closed,,Rubbish/Recyclable Material Collection,SR-ST03,Streets Department,0101000020110F0000C286BCB835EA5FC1EA36415990965241,2018-02-07 16:35:55,2018-02-10 07:15:58,2018-02-11 19:00:00,6050 N 21ST ST,,,40.046964586,2 Business Days
,,271,8997491,Closed,Question Answered,Information Request,SR-IR01,Philadelphia Parking Authority- PPA,,2015-02-02 08:07:51,2015-02-02 08:08:05,,,,,,None
,,272,8997492,Closed,Question Answered,Information Request,SR-IR01,First Judicial District/Courts,,2015-02-02 08:08:31,2015-02-02 08:08:44,,,19143,,,None
,,273,8997493,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:08:50,2015-02-02 08:08:50,,,,,,None
,,274,8997494,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:09:16,2015-02-02 08:09:16,,,19146,,,None
,,275,8997495,Closed,Question Answered,Information Request,SR-IR01,Philly311,,2015-02-02 08:09:26,2015-02-02 08:09:50,,,,,,None
,,276,8997497,Closed,Question Answered,Information Request,SR-IR01,Department of Records,,2015-02-02 08:09:56,2015-02-02 08:10:09,,,19146,,,None
,,277,11361303,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2017-06-07 18:00:34,2017-06-07 18:00:43,2017-06-07 18:30:11,,,,,
,,278,8997499,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:10:19,2015-02-02 08:10:19,,,19139,,,None
,,279,8997500,Closed,Question Answered,Information Request,SR-IR01,Prisons,,2015-02-02 08:10:51,2015-03-27 15:58:28,,,,,,None
,,280,11361305,Closed,Question Answered,Information Request,SR-IR01,Community Life Improvement Program,,2017-06-07 18:02:02,2017-06-07 18:02:41,2017-06-07 18:30:11,,,,,
,,281,8997502,Closed,Question Answered,Information Request,SR-IR01,Philly311,,2015-02-02 08:11:56,2015-03-27 09:50:14,,,19133,,,None
,,283,8997504,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:12:39,2015-02-02 08:12:39,,,19151,,,None
,,284,8997505,Closed,Question Answered,Information Request,SR-IR01,Philadelphia Redevelopment Authority- PRA,,2015-02-02 08:12:46,2015-02-02 08:16:57,,,19133,,,None
,,205,11450154,Closed,Question Answered,Information Request,SR-IR01,Office of the Director of Finance,,2017-07-28 11:37:41,2017-07-28 11:37:56,2017-07-28 12:00:13,,,,,
0101000020E610000069FC677256C252C036E86C7DE8044440,-75.036526297,207,8997408,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00003FDC82F940DD5FC12FEA940257955241,2015-02-01 13:50:38,2015-04-30 06:58:13,2015-02-09 19:00:00,7439 FRANKFORD AVE,,,40.038345028,7 Business Days
0101000020E61000006D58CF2070CD52C01BA75B557AF84340,-75.209968756,208,8997409,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000A03C32DB1BF05FC16C33C4888F875241,2015-02-01 14:15:06,2015-08-12 03:47:32,2015-02-09 19:00:00,1450 GRAYS FERRY AVE,19143,,39.94123332,7 Business Days
0101000020E6100000A4C7CE5F91CD52C0F36BD20ADFF84340,-75.211997937,209,8997410,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000D780FB5354F05FC10C604F18FF875241,2015-02-01 14:15:10,2015-08-12 03:47:36,2015-02-09 19:00:00,1221 S 47TH ST,19143,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce74e433e8d-369.jpg,39.944306715,7 Business Days
0101000020E6100000436CB8E15ACD52C0D40BA1F784F84340,-75.208671975,210,8997411,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F000089F65AC4F7EF5FC1E4A450509B875241,2015-02-01 14:15:14,2015-08-12 03:47:35,2015-02-09 19:00:00,1515 S 47TH ST,19143,,39.941557844,7 Business Days
0101000020E6100000376E10318EC252C03584BE4F30054440,-75.039928688,212,8997413,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F000097E8A8A99FDD5FC109ACF6AEA6955241,2015-02-01 14:19:05,2015-04-30 06:58:13,2015-02-09 19:00:00,7400 CRISPIN ST,,,40.040536849,7 Business Days
0101000020E6100000D577C06D14C252C0BE818FE218054440,-75.032496871,213,8997414,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000128E0CD6D0DC5FC1BF9C12B28C955241,2015-02-01 14:39:28,2015-04-30 06:58:07,2015-02-09 19:00:00,7700 FRANKFORD AVE,,,40.039821933,7 Business Days
0101000020E6100000D577C06D14C252C0BE818FE218054440,-75.032496871,214,8997415,Closed,Information Provided,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000128E0CD6D0DC5FC1BF9C12B28C955241,2015-02-01 14:45:15,2015-04-30 06:58:07,2015-02-09 19:00:00,7700 FRANKFORD AVE,,,40.039821933,7 Business Days
,,215,11409449,Closed,Question Answered,Information Request,SR-IR01,Office of Property Assessment- OPA,,2017-07-05 16:35:59,2017-07-05 16:36:08,2017-07-05 17:00:14,,,,,
0101000020E6100000888982F013C252C0A033ED8B19054440,-75.032467011,216,8997417,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F000098235001D0DC5FC1EA9CF46D8D955241,2015-02-01 15:15:07,2015-08-12 03:47:36,2015-02-09 19:00:00,7700 FRANKFORD AVE,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce8362c88c9-369.jpg,40.039842119,7 Business Days
,,217,11409450,Closed,Question Answered,Information Request,SR-IR01,Probation/Parole,,2017-07-05 16:36:11,2017-07-05 16:36:20,2017-07-05 17:00:14,,,,,
0101000020E6100000B3326D41E7C152C0A1EEEAF239054440,-75.029739718,295,8997430,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00003EFDE01A84DC5FC1B068E85FB1955241,2015-02-01 17:22:57,2015-04-30 06:58:02,2015-02-09 19:00:00,7900 FRANKFORD AVE,,,40.04083096,7 Business Days
0101000020E6100000B36AA54A33CA52C08EC625B73BF84340,-75.159380592,296,8997431,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000D18070FE9BEA5FC1185CDE2B4A875241,2015-02-01 17:45:06,2015-08-12 03:47:37,2015-02-09 19:00:00,827 S 10TH ST,19147,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cea6069fa97-369.jpg,39.939322372,7 Business Days
0101000020E6100000902927F332CA52C021A89EF53EF84340,-75.159359731,297,8997432,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00006AD0D2699BEA5FC14E56C8C34D875241,2015-02-01 17:45:12,2015-08-12 03:47:37,2015-02-09 19:00:00,823 S 10TH ST,19147,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cea65febe42-369.jpg,39.939421367,7 Business Days
0101000020E6100000772E4AD810CA52C0E0D7481284F84340,-75.157278126,298,8997434,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F000016E2927B61EA5FC1D01343529A875241,2015-02-01 17:45:20,2015-08-12 03:47:37,2015-02-09 19:00:00,703 S 09TH ST,19147,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cea87ca7cc2-369.jpg,39.941530503,7 Business Days
0101000020E6100000ECADBB58DCCD52C013B3456FC4F94340,-75.216573893,300,8997436,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000F4F918ADD3F05FC13D126639FD885241,2015-02-01 18:15:07,2015-08-12 03:47:37,2015-02-09 19:00:00,436 S 47TH ST,19143,,39.95130721,7 Business Days
0101000020E6100000149B0B33DFCD52C09923754CA7F94340,-75.216748008,301,8997437,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F000090399B85D8F05FC1CEEEE1F1DC885241,2015-02-01 18:15:11,2015-08-12 03:47:37,2015-02-09 19:00:00,512 S 47TH ST,19143,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ceb06a621ef-369.jpg,39.950418048,7 Business Days
0101000020E6100000846076CBE5CD52C0FA6659FF80F94340,-75.217150564,303,8997438,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00009D7A8DB9E3F05FC1A19D1A83B2885241,2015-02-01 18:15:14,2015-08-12 03:47:37,2015-02-09 19:00:00,4700 CEDAR AVE,19143,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ceb14a708f7-369.jpg,39.949249188,7 Business Days
0101000020E6100000E1D40792F7CD52C0A1E37A4668F94340,-75.2182355,304,8997439,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000708F26EB01F15FC18D82A41F97885241,2015-02-01 18:15:18,2015-08-12 03:47:36,2015-02-09 19:00:00,4723 BALTIMORE AVE,19143,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ceb23be4b6e-369.jpg,39.94849473,7 Business Days
,,369,8997522,Closed,Question Answered,Information Request,SR-IR01,Revenue,,2015-02-02 08:18:31,2015-02-02 08:20:02,,,Non-Provid,,,None
,,370,8997524,Closed,Question Answered,Information Request,SR-IR01,Revenue,,2015-02-02 08:19:08,2015-03-24 12:06:36,,,,,,None
,,371,8997525,Closed,Question Answered,Information Request,SR-IR01,Philadelphia Water Department- PWD,,2015-02-02 08:19:09,2015-02-02 08:19:42,,,19139,,,None
,,372,8997526,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:19:11,2015-02-02 08:19:12,,,,,,None
,,373,8997530,Closed,Question Answered,Information Request,SR-IR01,Revenue,,2015-02-02 08:20:01,2015-02-02 08:20:11,,,,,,None
0101000020E6100000261C9B99F0CD52C0E0E42B3F78FA4340,-75.217810056,223,8997361,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00002A2F2014F6F05FC1C517DF71C4895241,2015-02-01 00:15:31,2015-08-12 03:47:26,2015-02-09 19:00:00,4801 SANSOM ST,19139,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cdb54677932-369.jpg,39.956794643,7 Business Days
0101000020E6100000F739A18417CE52C0D9DC455606FA4340,-75.220185434,224,8997358,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000A309532F38F15FC178A0F03C46895241,2015-02-01 00:15:19,2015-08-12 03:47:26,2015-02-09 19:00:00,309 S 49TH ST,19143,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cdb2000627f-369.jpg,39.953318392,7 Business Days
0101000020E610000032E4D87A06CE52C04489331263FA4340,-75.219145502,225,8997360,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00003FD4653E1BF15FC1ABE78FFBAC895241,2015-02-01 00:15:27,2015-08-12 03:47:26,2015-02-09 19:00:00,4866 WALNUT ST,19139,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cdb45cc98e5-369.jpg,39.956148414,7 Business Days
0101000020E6100000A5D5D2D419CE52C064D6200619FA4340,-75.220326625,226,8997362,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000DF9F391D3CF15FC14C5C1EF15A895241,2015-02-01 00:15:35,2015-08-12 03:47:26,2015-02-09 19:00:00,4901 SPRUCE ST,19139,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cdb61a73c77-369.jpg,39.953888673,7 Business Days
0101000020E61000003137291689CE52C0D11CFE3F73FD4340,-75.2271171,228,8997364,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00003D8BA417F9F15FC17CA18FFB118D5241,2015-02-01 01:15:08,2015-08-12 03:47:26,2015-02-09 19:00:00,5256 JEFFERSON ST,19131,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cdc0aa947f2-369.jpg,39.980079651,7 Business Days
,,3945472,11928793,Closed,,Information Request,SR-IR01,License & Inspections,,2018-04-20 17:30:42,2018-04-20 17:30:52,2018-04-20 18:00:11,,,,,
0101000020E6100000E06932E32DC652C076C101A9A4054440,-75.096550745,2118391,9383117,Closed,,Maintenance Residential or Commercial,SR-LI21,License & Inspections,0101000020110F0000556E8C72C7E35FC15F6BDBC127965241,2015-09-14 09:22:52,2017-08-19 13:47:12,2015-10-13 20:00:00,6054 LAWNDALE AVE,19111,,40.044087526,20 Business Days
0101000020E6100000E34E4C8B38CA52C0E2AFA80C0CF84340,-75.159701178,240,8997375,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000C64F77EAA4EA5FC13C92535F15875241,2015-02-01 09:45:20,2015-08-12 03:47:29,2015-02-09 19:00:00,1001 S 10TH ST,19147,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce39a1378aa-369.jpg,39.937867725,7 Business Days
0101000020E61000002109563045CA52C0A51FE4279BF74340,-75.160472955,241,8997376,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000659DE664BAEA5FC1A939755398865241,2015-02-01 09:45:24,2015-08-12 03:47:29,2015-02-09 19:00:00,1202 S 10TH ST,19147,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce3b3e743b5-369.jpg,39.934422478,7 Business Days
0101000020E6100000E3DAB35B49CA52C07E1564F471F74340,-75.160727427,242,8997377,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000A722EE79C1EA5FC16CF6F1B06A865241,2015-02-01 09:45:29,2015-08-12 03:47:29,2015-02-09 19:00:00,1301 S 10TH ST,19147,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce3bc5c8716-369.jpg,39.933165117,7 Business Days
,,3945473,11928794,Closed,Question Answered,Information Request,SR-IR01,Department of Public Health,,2018-04-20 17:30:58,2018-04-20 17:31:09,2018-04-20 18:00:11,,,,,
0101000020E61000008D921D3C4FCA52C07B9332EB3DF74340,-75.161086112,244,8997381,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00002AB75375CBEA5FC16CDC910E31865241,2015-02-01 10:15:27,2015-08-12 03:47:29,2015-02-09 19:00:00,1401 S 10TH ST,19147,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce3d45c439c-369.jpg,39.931577113,7 Business Days
0101000020E610000081A7778E54CA52C0587B12B70EF74340,-75.161410924,245,8997382,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000F8346B7FD4EA5FC15783A6C6FC855241,2015-02-01 10:15:30,2015-08-12 03:47:29,2015-02-09 19:00:00,1522 S 10TH ST,19147,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce3defbb408-369.jpg,39.930136569,7 Business Days
0101000020E6100000EEA7ADAE56CA52C0AAC44C0DFAF64340,-75.161540669,246,8997383,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F000023DAD01BD8EA5FC1ADDAFCE3E5855241,2015-02-01 10:15:34,2015-08-12 03:47:29,2015-02-09 19:00:00,1601 S 10TH ST,19148,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce3e6d0ba5d-369.jpg,39.92950598,7 Business Days
0101000020E6100000CFB5F5F44DCA52C0D926B262FAF64340,-75.161008109,247,8997384,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000E4BF9E49C9EA5FC1D6379142E6855241,2015-02-01 10:15:38,2015-08-12 03:47:29,2015-02-09 19:00:00,932 TASKER ST,19148,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce3ebca65f0-369.jpg,39.929516165,7 Business Days
,,250,11348705,Closed,,Information Request,SR-IR01,Streets Department,,2017-05-31 16:00:17,2017-05-31 16:01:05,2017-05-31 16:30:14,,19143,,,
0101000020E610000026B527B387C252C007D3307CC4044440,-75.039532464,251,8997389,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000BD70BDA294DD5FC15B1FEE112F955241,2015-02-01 11:15:12,2015-08-12 03:47:31,2015-02-09 19:00:00,7331 FRANKFORD AVE,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce4e1448ded-369.jpg,40.037246254,7 Business Days
0101000020E61000003CAE99BE8FC252C0CEEDB136BE044440,-75.040023468,252,8997390,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00008038EA4CA2DD5FC1D2AFF91C28955241,2015-02-01 11:15:16,2015-08-12 03:47:31,2015-02-09 19:00:00,7317 FRANKFORD AVE,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce4e8e5ceeb-369.jpg,40.037054864,7 Business Days
,,366,8997624,Closed,,Information Request,SR-IR01,Licenses & Inspections- L&I,,2015-02-02 08:52:59,2015-02-02 08:53:13,,,,,,None
,,367,8997626,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:53:47,2015-02-02 08:53:47,,,19149,,,None
,,368,8997528,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:19:34,2015-02-02 08:19:34,,,19104,,,None
0101000020E610000028E8BCE7FCCD52C05AC03E1967F94340,-75.218561113,305,8997440,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00007823F1FA0AF15FC13A9AEBD195885241,2015-02-01 18:15:22,2015-08-12 03:47:36,2015-02-09 19:00:00,4731 BALTIMORE AVE,19143,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ceb2e4272eb-369.jpg,39.948458821,7 Business Days
0101000020E6100000DB9077F507CE52C01AA4E02964F94340,-75.219235772,306,8997441,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00000D8A85C11DF15FC1CD3D859192885241,2015-02-01 18:45:07,2015-08-12 03:47:40,2015-02-09 19:00:00,S 48TH ST & BALTIMORE AVE,19143,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ceb405cabd9-369.jpg,39.94836925,7 Business Days
,,1845707,11040799,Closed,,Information Request,SR-IR01,Streets Department,,2016-11-16 15:41:32,2017-08-05 12:35:18,2017-08-31 15:13:32,,19139,,,
0101000020E6100000DB9077F507CE52C01AA4E02964F94340,-75.219235772,307,8997442,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00000D8A85C11DF15FC1CD3D859192885241,2015-02-01 18:45:12,2015-08-12 03:47:40,2015-02-09 19:00:00,S 48TH ST & BALTIMORE AVE,19143,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ceb4a8062ba-369.jpg,39.94836925,7 Business Days
0101000020E61000005DEC49A2CFCD52C07F9EED6E71F94340,-75.215797971,308,8997443,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F000003A91815BEF05FC17A72F044A1885241,2015-02-01 18:45:16,2015-08-12 03:47:40,2015-02-09 19:00:00,4617 BALTIMORE AVE,19143,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ceb5f077a7b-369.jpg,39.948774213,7 Business Days
,,374,8997531,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:20:04,2015-02-02 08:20:04,,,,,,None
,,375,8997532,Closed,Question Answered,Information Request,SR-IR01,Revenue,,2015-02-02 08:21:10,2015-02-02 08:21:35,,,19124,,,None
,,377,8997535,Closed,Question Answered,Information Request,SR-IR01,First Judicial District/Courts,,2015-02-02 08:22:26,2015-02-02 08:22:36,,,,,,None
,,378,8997536,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:23:24,2015-03-05 12:10:59,,,,,,None
,,379,8997537,Closed,Question Answered,Information Request,SR-IR01,Revenue,,2015-02-02 08:23:50,2015-02-02 08:24:07,,,19120,,,None
,,380,8997538,Closed,Question Answered,Information Request,SR-IR01,First Judicial District/Courts,,2015-02-02 08:24:15,2015-02-02 08:24:27,,,19132,,,None
,,381,8997539,Closed,Question Answered,Information Request,SR-IR01,Prisons,,2015-02-02 08:24:29,2015-02-02 08:25:26,,,,,,None
,,382,8997540,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:25:00,2015-02-02 08:25:00,,,,,,None
,,383,8997541,Closed,Question Answered,Information Request,SR-IR01,State/Federal Government Offices,,2015-02-02 08:25:00,2015-02-02 08:25:11,,,19132,,,None
,,384,8997542,Closed,Question Answered,Information Request,SR-IR01,,,2015-02-02 08:25:07,2015-02-02 08:26:02,,,19134,,,None
,,385,8997543,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:25:14,2015-03-13 11:15:41,,,,,,None
,,386,8997544,Closed,Question Answered,Information Request,SR-IR01,Department of Public Health,,2015-02-02 08:25:17,2015-02-02 08:26:58,,,19120,,,None
,,387,8997545,Closed,Question Answered,Information Request,SR-IR01,State/Federal Government Offices,,2015-02-02 08:25:22,2015-02-02 08:25:34,,,19132,,,None
,,388,8997546,Closed,Question Answered,Information Request,SR-IR01,Philly311,,2015-02-02 08:26:01,2015-02-02 08:26:10,,,,,,None
,,464,8997641,Closed,Question Answered,Information Request,SR-IR01,Philadelphia Water Department- PWD,,2015-02-02 08:58:24,2015-02-02 08:59:14,,,,,,None
,,465,8997642,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:59:28,2015-02-02 08:59:28,,,19138,,,None
,,467,8997646,Closed,Question Answered,Information Request,SR-IR01,City Council,,2015-02-02 09:00:22,2015-02-02 09:02:14,,,19104,,,None
,,468,8997647,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 09:00:22,2015-02-02 09:00:23,,,,,,None
,,469,8997648,Closed,Question Answered,Information Request,SR-IR01,Revenue,,2015-02-02 09:00:45,2015-02-02 09:01:03,,,19115,,,None
,,470,8997649,Closed,Question Answered,Information Request,SR-IR01,Office of Human Resources- OHR,,2015-02-02 09:00:58,2015-02-02 09:01:49,,,,,,None
,,560,8997759,Closed,Question Answered,Information Request,SR-IR01,First Judicial District/Courts,,2015-02-02 09:25:51,2015-02-02 09:26:07,,,19106,,,None
0101000020E61000008FA6592416C852C08B449183CC044440,-75.126351437,2120733,9554811,Closed,,Maintenance Residential or Commercial,SR-LI21,License & Inspections,0101000020110F0000F64CFFCB04E75FC1EB75F0F937955241,2015-11-24 09:44:52,2017-08-19 13:56:08,2015-12-23 19:00:00,222 W CHEW AVE,19120,,40.037491272,20 Business Days
0101000020E6100000BE20B799A9C452C01CB7F3580E064440,-75.07285159,2120734,9928088,Closed,,Vacant House or Commercial,SR-LI27,License & Inspections,0101000020110F00003B2421E733E15FC1B5F46A029D965241,2016-01-04 09:38:48,2017-08-19 13:56:08,2016-02-02 19:00:00,1341 DISSTON ST,,,40.047312853,20 Business Days
0101000020E6100000B3326D41E7C152C0A1EEEAF239054440,-75.029739718,431,8997711,Closed,Information Provided,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00003EFDE01A84DC5FC1B068E85FB1955241,2015-02-02 09:15:06,2015-08-12 03:47:42,2015-02-10 19:00:00,7900 FRANKFORD AVE,,,40.04083096,7 Business Days
